Vehicle_ID,Battery_Capacity_kWh,Charging_Time_hr,Range_km,Vehicle_Type,Charging_Station_Type,State_of_Charge_%
2452,62.0,5.59,362,,Moderate,26
2453,93.0,3.75,169,2-Wheeler,Fast,40
2454,32.0,1.31,278,3-Wheeler,Fast,98
2455,20.0,9.35,245,3-Wheeler,Moderate,72
2456,21.0,,477,Car,Moderate,27
2457,92.0,,549,Bus,Slow,95
2458,64.0,3.54,326,Bus,Fast,62
2459,,6.33,152,2-Wheeler,Fast,29
2460,83.0,5.28,466,Car,Slow,87
2461,32.0,6.33,466,Bus,Slow,78
2462,99.0,7.43,441,2-Wheeler,Slow,57
2463,82.0,5.09,332,2-Wheeler,Moderate,99
2464,69.0,8.35,238,Bus,Slow,87
2465,35.0,5.63,282,,Moderate,85
2466,,4.44,478,3-Wheeler,Fast,74
2467,66.0,6.85,491,3-Wheeler,Moderate,80
2468,,,554,2-Wheeler,Slow,70
2469,,7.67,377,Car,Moderate,45
2470,24.0,4.83,139,,Fast,43
2471,97.0,,408,Car,Moderate,97
2472,91.0,1.65,210,Car,Slow,37
2473,37.0,9.39,162,3-Wheeler,Slow,27
2474,42.0,3.19,278,3-Wheeler,Moderate,30
2475,31.0,7.67,279,Car,Moderate,28
2476,55.0,7.74,587,2-Wheeler,Moderate,11
2477,68.0,4.35,345,3-Wheeler,Fast,22
2478,43.0,9.06,184,,Slow,79
2479,91.0,2.79,421,Car,Moderate,96
2480,50.0,6.11,391,2-Wheeler,Moderate,31
2481,,2.16,512,Bus,Fast,19
2482,84.0,1.44,309,3-Wheeler,Moderate,65
2483,73.0,8.0,587,,Slow,19
2484,94.0,4.28,467,3-Wheeler,Fast,84
2485,33.0,3.37,528,2-Wheeler,Moderate,77
2486,79.0,4.59,351,3-Wheeler,Slow,18
2487,56.0,1.21,538,Car,Fast,80
2488,33.0,2.88,531,Car,Fast,10
2489,43.0,3.84,347,3-Wheeler,Moderate,71
2490,55.0,5.85,305,Car,Moderate,95
2491,42.0,9.61,255,2-Wheeler,Slow,46
2492,52.0,0.92,576,Car,Slow,22
2493,40.0,9.75,350,3-Wheeler,Fast,27
2494,41.0,,259,3-Wheeler,Fast,99
2495,68.0,8.12,396,Bus,Fast,95
2496,54.0,7.98,538,Bus,Moderate,58
2497,98.0,7.1,168,Bus,Fast,97
2498,60.0,7.81,475,Bus,Moderate,25
2499,,6.06,469,2-Wheeler,Moderate,56
2500,45.0,5.85,391,,Moderate,74
2501,64.0,8.24,297,2-Wheeler,Slow,12
2502,54.0,6.17,576,Bus,Moderate,37
2503,21.0,6.53,510,2-Wheeler,Moderate,57
2504,68.0,0.82,300,3-Wheeler,Fast,27
2505,32.0,5.83,135,Bus,Slow,79
2506,37.0,4.04,270,Bus,Fast,19
2507,71.0,2.97,202,Bus,Slow,53
2508,30.0,5.71,575,Car,Fast,56
2509,85.0,0.84,545,Car,Fast,93
2510,62.0,2.51,591,2-Wheeler,Moderate,34
2511,20.0,2.95,244,3-Wheeler,Slow,64
2512,91.0,2.71,283,2-Wheeler,Moderate,70
2513,65.0,3.69,560,,Fast,34
2514,29.0,6.67,521,2-Wheeler,Fast,32
2515,58.0,8.93,596,3-Wheeler,Slow,42
2516,,4.6,492,2-Wheeler,Slow,80
2517,26.0,,420,2-Wheeler,Slow,17
2518,45.0,5.0,480,2-Wheeler,Moderate,16
2519,77.0,2.12,336,Car,Moderate,33
2520,88.0,3.41,471,Car,Fast,43
2521,64.0,8.23,504,Car,Fast,33
2522,61.0,6.77,360,3-Wheeler,Slow,32
2523,21.0,4.54,445,Bus,Moderate,46
2524,83.0,0.88,479,,Slow,47
2525,26.0,9.77,401,Bus,Fast,42
2526,51.0,2.36,524,,Fast,91
2527,27.0,4.5,289,2-Wheeler,Fast,20
2528,68.0,2.35,240,2-Wheeler,Moderate,72
2529,98.0,4.07,211,Bus,Moderate,16
2530,63.0,7.0,371,Bus,Slow,85
2531,40.0,5.21,274,3-Wheeler,Fast,62
2532,52.0,6.32,214,3-Wheeler,Moderate,27
2533,65.0,,352,Bus,Fast,39
2534,77.0,2.33,247,Car,Moderate,74
2535,36.0,6.94,106,3-Wheeler,Moderate,47
2536,,,554,3-Wheeler,Slow,87
2537,61.0,,440,Bus,Fast,12
2538,32.0,1.66,531,3-Wheeler,Moderate,35
2539,49.0,9.65,382,3-Wheeler,Slow,57
2540,20.0,5.52,267,Car,Moderate,70
2541,69.0,6.35,586,Bus,Slow,19
2542,95.0,8.09,315,Bus,Fast,30
2543,27.0,6.3,211,Car,Moderate,38
2544,41.0,,225,,Fast,77
2545,56.0,,555,Car,Fast,90
2546,58.0,3.39,163,Car,Moderate,98
2547,24.0,8.84,176,Bus,Moderate,54
2548,80.0,7.9,490,3-Wheeler,Slow,74
2549,26.0,1.27,217,Bus,Slow,85
2550,59.0,6.79,263,Bus,Slow,32
2551,,7.79,124,2-Wheeler,Slow,24
2552,66.0,5.63,319,,Slow,54
2553,24.0,5.16,472,2-Wheeler,Moderate,44
2554,66.0,6.4,158,,Fast,31
2555,38.0,1.22,241,3-Wheeler,Fast,99
2556,50.0,4.47,398,Bus,Moderate,81
2557,82.0,2.88,496,3-Wheeler,Moderate,32
2558,87.0,4.58,384,,Slow,14
2559,,1.8,422,,Slow,31
2560,34.0,7.08,253,2-Wheeler,Fast,75
2561,29.0,,582,Car,Fast,53
2562,43.0,,325,,Fast,21
2563,49.0,0.64,347,Bus,Slow,30
2564,86.0,2.3,432,Car,Fast,16
2565,48.0,3.55,552,2-Wheeler,Moderate,17
2566,47.0,8.34,324,2-Wheeler,Moderate,49
2567,70.0,8.47,176,2-Wheeler,Slow,75
2568,52.0,2.17,337,,Fast,28
2569,62.0,2.31,324,3-Wheeler,Moderate,66
2570,56.0,1.11,335,Bus,Slow,62
2571,40.0,8.6,244,,Fast,64
2572,49.0,4.61,215,Bus,Fast,20
2573,,,285,Car,Moderate,36
2574,,9.26,390,Bus,Fast,12
2575,68.0,7.9,528,2-Wheeler,Moderate,39
2576,24.0,4.51,530,3-Wheeler,Fast,30
2577,76.0,0.98,307,2-Wheeler,Moderate,86
2578,27.0,3.06,415,Car,Moderate,81
2579,52.0,7.36,153,,Fast,95
2580,,6.88,119,Car,Moderate,83
2581,57.0,10.0,358,2-Wheeler,Slow,42
2582,52.0,9.35,545,3-Wheeler,Slow,27
2583,22.0,3.44,165,2-Wheeler,Fast,79
2584,70.0,5.42,181,Bus,Slow,83
2585,52.0,7.54,403,2-Wheeler,Fast,72
2586,95.0,5.79,599,3-Wheeler,Moderate,17
2587,,6.57,445,Car,Fast,41
2588,,8.07,434,Bus,Moderate,39
2589,81.0,4.81,264,2-Wheeler,Fast,68
2590,48.0,4.49,196,2-Wheeler,Moderate,56
2591,62.0,5.39,346,Bus,Moderate,22
2592,35.0,1.68,543,,Moderate,18
2593,91.0,,374,3-Wheeler,Slow,64
2594,38.0,9.63,588,3-Wheeler,Slow,32
2595,65.0,9.08,366,Car,Slow,35
2596,86.0,3.12,506,Car,Moderate,63
2597,91.0,2.53,359,3-Wheeler,Moderate,33
2598,98.0,4.0,159,Car,Slow,90
2599,61.0,,598,2-Wheeler,Slow,46
2600,95.0,,120,,Slow,82
2601,55.0,5.1,305,3-Wheeler,Moderate,41
2602,33.0,9.78,570,,Slow,79
2603,,8.76,133,Car,Fast,12
2604,21.0,9.02,204,3-Wheeler,Fast,45
2605,36.0,,376,3-Wheeler,Moderate,45
2606,62.0,5.44,324,3-Wheeler,Fast,41
2607,51.0,3.32,294,Car,Moderate,49
2608,59.0,3.18,118,Car,Fast,34
2609,,,207,3-Wheeler,Fast,26
2610,77.0,7.34,363,Car,Fast,88
2611,35.0,0.88,150,2-Wheeler,Moderate,80
2612,88.0,7.56,398,3-Wheeler,Moderate,69
2613,50.0,2.46,386,2-Wheeler,Moderate,70
2614,95.0,8.95,162,Bus,Moderate,56
2615,93.0,5.32,357,3-Wheeler,Slow,31
2616,24.0,,474,Bus,Moderate,35
2617,,4.05,261,,Fast,34
2618,31.0,0.69,368,Bus,Moderate,48
2619,34.0,,441,2-Wheeler,Fast,13
2620,79.0,5.52,460,3-Wheeler,Moderate,42
2621,33.0,3.56,249,3-Wheeler,Slow,98
2622,,,369,2-Wheeler,Moderate,57
2623,81.0,2.88,591,2-Wheeler,Fast,27
2624,80.0,7.78,300,,Moderate,20
2625,34.0,8.02,449,2-Wheeler,Fast,28
2626,40.0,4.9,276,3-Wheeler,Slow,14
2627,65.0,7.8,150,,Fast,88
2628,72.0,2.4,599,Car,Moderate,83
2629,44.0,4.37,425,3-Wheeler,Fast,78
2630,67.0,1.57,457,2-Wheeler,Fast,44
2631,55.0,0.88,191,3-Wheeler,Moderate,65
2632,53.0,5.8,306,Car,Fast,47
2633,,,543,Car,Moderate,98
2634,49.0,9.78,208,Car,Fast,38
2635,55.0,6.69,553,3-Wheeler,Slow,54
2636,83.0,3.79,219,,Slow,60
2637,26.0,,364,Bus,Moderate,23
2638,40.0,7.1,257,3-Wheeler,Moderate,22
2639,37.0,7.86,184,3-Wheeler,Moderate,10
2640,84.0,5.98,568,2-Wheeler,Fast,90
2641,23.0,4.17,132,2-Wheeler,Slow,29
2642,95.0,8.51,141,3-Wheeler,Slow,49
2643,66.0,0.73,240,3-Wheeler,Moderate,55
2644,68.0,2.73,287,3-Wheeler,Slow,85
2645,68.0,8.1,503,,Moderate,35
2646,68.0,9.44,150,2-Wheeler,Fast,48
2647,61.0,,464,3-Wheeler,Moderate,12
2648,28.0,7.85,482,Bus,Fast,41
2649,72.0,6.88,489,2-Wheeler,Moderate,91
2650,85.0,7.75,404,Car,Slow,83
2651,28.0,5.53,527,Bus,Fast,49
2652,46.0,0.99,111,Bus,Fast,88
2653,34.0,6.4,588,,Slow,38
2654,48.0,2.46,107,Car,Slow,10
2655,92.0,8.37,598,2-Wheeler,Slow,72
2656,99.0,0.97,341,Car,Slow,73
2657,83.0,1.02,484,Bus,Fast,15
2658,67.0,5.91,440,Car,Moderate,89
2659,51.0,5.4,434,2-Wheeler,Slow,95
2660,,1.64,133,3-Wheeler,Slow,85
2661,21.0,4.9,330,Car,Slow,99
2662,71.0,6.17,431,Bus,Fast,77
2663,46.0,5.18,510,2-Wheeler,Slow,85
2664,22.0,1.12,381,3-Wheeler,Fast,14
2665,24.0,4.8,578,3-Wheeler,Fast,24
2666,56.0,3.65,256,2-Wheeler,Slow,77
2667,98.0,9.24,429,Bus,Moderate,17
2668,23.0,3.75,550,Car,Fast,82
2669,65.0,,313,Bus,Slow,45
2670,21.0,8.92,366,3-Wheeler,Fast,68
2671,,,589,Car,Slow,84
2672,75.0,,147,Car,Slow,21
2673,33.0,8.03,426,Bus,Moderate,59
2674,31.0,3.26,427,Bus,Slow,12
2675,75.0,2.59,354,Bus,Slow,67
2676,33.0,0.52,434,2-Wheeler,Fast,78
2677,47.0,4.0,338,Car,Fast,95
2678,74.0,8.51,385,Car,Fast,11
2679,28.0,7.99,491,2-Wheeler,Moderate,60
2680,99.0,,158,Bus,Moderate,20
2681,78.0,1.63,333,Bus,Slow,57
2682,50.0,7.73,419,3-Wheeler,Slow,21
2683,22.0,5.33,276,Car,Moderate,40
2684,64.0,8.74,532,3-Wheeler,Slow,42
2685,95.0,,448,3-Wheeler,Slow,30
2686,20.0,1.75,326,2-Wheeler,Slow,84
2687,98.0,8.1,395,Bus,Moderate,56
2688,93.0,3.64,261,3-Wheeler,Moderate,43
2689,32.0,7.1,347,Car,Fast,64
2690,59.0,8.98,124,Car,Slow,33
2691,25.0,6.54,319,,Slow,40
2692,90.0,1.84,178,Bus,Slow,44
2693,67.0,2.92,189,,Fast,26
2694,75.0,4.23,170,Car,Slow,93
2695,67.0,6.84,264,,Fast,66
2696,30.0,9.48,108,,Slow,75
2697,71.0,2.0,153,2-Wheeler,Slow,46
2698,81.0,3.23,361,3-Wheeler,Slow,39
2699,37.0,,263,Car,Slow,76
2700,64.0,9.41,582,Bus,Moderate,39
2701,53.0,9.34,532,2-Wheeler,Slow,98
2702,73.0,1.23,566,2-Wheeler,Fast,62
2703,79.0,3.94,548,,Moderate,99
2704,85.0,5.1,264,Bus,Slow,90
2705,80.0,1.61,228,Car,Slow,98
2706,39.0,5.46,413,2-Wheeler,Moderate,37
2707,88.0,5.07,409,2-Wheeler,Fast,91
2708,72.0,0.8,364,3-Wheeler,Moderate,26
2709,79.0,8.93,456,,Moderate,39
2710,88.0,9.02,343,Bus,Slow,16
2711,33.0,5.59,222,Car,Moderate,14
2712,32.0,5.65,246,,Fast,93
2713,82.0,9.16,542,Car,Slow,83
2714,58.0,9.09,221,3-Wheeler,Fast,71
2715,50.0,2.59,548,3-Wheeler,Moderate,85
2716,26.0,2.69,239,,Moderate,32
2717,84.0,,270,3-Wheeler,Moderate,57
2718,32.0,3.19,476,Bus,Slow,97
2719,77.0,9.81,158,2-Wheeler,Fast,14
2720,33.0,5.43,329,3-Wheeler,Fast,60
2721,,2.08,565,Car,Slow,64
2722,88.0,6.76,408,Car,Moderate,12
2723,86.0,4.16,395,Car,Moderate,48
2724,90.0,3.24,584,2-Wheeler,Slow,89
2725,95.0,2.48,152,2-Wheeler,Moderate,31
2726,88.0,3.69,439,2-Wheeler,Moderate,91
2727,62.0,,348,Bus,Slow,93
2728,73.0,1.44,261,Bus,Moderate,23
2729,98.0,4.34,186,Car,Moderate,93
2730,41.0,7.82,217,Car,Slow,88
2731,,3.49,135,Car,Moderate,23
2732,39.0,1.99,144,Car,Moderate,66
2733,55.0,5.58,540,Bus,Moderate,56
2734,92.0,4.93,171,Car,Slow,70
2735,51.0,9.72,415,,Fast,26
2736,78.0,6.95,476,Car,Moderate,28
2737,94.0,2.24,209,3-Wheeler,Fast,95
2738,21.0,,546,2-Wheeler,Slow,32
2739,34.0,,574,,Fast,43
2740,54.0,7.78,394,2-Wheeler,Moderate,52
2741,38.0,1.55,507,3-Wheeler,Fast,89
2742,77.0,8.08,257,2-Wheeler,Moderate,26
2743,,1.35,389,Car,Moderate,94
2744,50.0,5.21,423,3-Wheeler,Slow,39
2745,83.0,,267,Bus,Moderate,38
2746,75.0,4.88,574,2-Wheeler,Moderate,21
2747,83.0,3.51,437,Bus,Slow,76
2748,47.0,2.91,517,Bus,Moderate,58
2749,77.0,8.28,268,2-Wheeler,Slow,61
2750,22.0,3.29,413,2-Wheeler,Slow,45
2751,74.0,1.77,330,Car,Slow,29
2752,91.0,3.8,547,2-Wheeler,Moderate,73
2753,82.0,4.38,440,,Moderate,25
2754,98.0,1.71,372,2-Wheeler,Slow,74
2755,52.0,4.14,357,Car,Fast,31
2756,71.0,3.78,115,,Slow,34
2757,41.0,1.44,370,3-Wheeler,Moderate,59
2758,70.0,8.16,450,Car,Fast,98
2759,63.0,8.13,247,2-Wheeler,Moderate,60
2760,71.0,9.13,517,3-Wheeler,Moderate,59
2761,43.0,5.28,232,Bus,Moderate,14
2762,52.0,2.35,347,,Moderate,86
2763,,5.55,332,Bus,Fast,46
2764,20.0,4.56,243,3-Wheeler,Moderate,54
2765,94.0,7.21,365,,Fast,85
2766,59.0,7.0,219,2-Wheeler,Slow,41
2767,69.0,3.28,246,3-Wheeler,Slow,88
2768,76.0,4.52,526,Bus,Fast,10
2769,46.0,1.96,340,Bus,Moderate,36
2770,78.0,9.99,337,,Moderate,63
2771,77.0,5.97,372,Car,Moderate,34
2772,73.0,9.01,189,Bus,Fast,75
2773,63.0,,434,Car,Slow,69
2774,52.0,9.51,283,,Fast,95
2775,25.0,9.16,202,Bus,Moderate,48
2776,,2.66,162,Bus,Moderate,60
2777,78.0,,240,3-Wheeler,Fast,24
2778,63.0,1.59,340,3-Wheeler,Slow,36
2779,,6.91,518,Car,Slow,71
2780,45.0,6.99,584,Bus,Fast,86
2781,72.0,3.78,146,Bus,Slow,44
2782,81.0,5.26,398,2-Wheeler,Slow,15
2783,36.0,2.52,366,2-Wheeler,Moderate,45
2784,53.0,6.8,586,Bus,Slow,67
2785,67.0,9.83,477,Car,Fast,99
2786,48.0,4.08,199,2-Wheeler,Moderate,65
2787,,5.76,537,3-Wheeler,Moderate,69
2788,97.0,1.99,345,Bus,Slow,95
2789,,4.96,549,2-Wheeler,Fast,58
2790,83.0,1.2,403,2-Wheeler,Moderate,93
2791,20.0,3.61,557,2-Wheeler,Moderate,86
2792,31.0,3.71,570,Bus,Fast,32
2793,83.0,1.72,459,2-Wheeler,Slow,39
2794,74.0,,108,Car,Slow,68
2795,50.0,,110,3-Wheeler,Slow,51
2796,40.0,8.64,590,Bus,Fast,63
2797,46.0,0.86,478,Car,Moderate,59
2798,45.0,0.84,291,3-Wheeler,Fast,61
2799,37.0,0.51,523,,Moderate,39
2800,85.0,8.39,173,3-Wheeler,Fast,67
2801,55.0,5.25,108,Car,Slow,14
2802,67.0,4.49,287,2-Wheeler,Moderate,81
2803,96.0,1.59,543,,Slow,15
2804,20.0,5.5,305,3-Wheeler,Moderate,58
2805,90.0,,560,2-Wheeler,Slow,82
2806,57.0,1.74,413,2-Wheeler,Fast,58
2807,99.0,9.91,542,,Slow,68
2808,76.0,5.29,549,2-Wheeler,Fast,65
2809,76.0,7.14,395,3-Wheeler,Slow,12
2810,35.0,7.06,228,,Slow,61
2811,69.0,1.29,573,3-Wheeler,Slow,25
2812,20.0,3.89,558,Car,Fast,54
2813,96.0,,575,2-Wheeler,Fast,63
2814,39.0,9.1,508,2-Wheeler,Slow,72
2815,,5.08,577,2-Wheeler,Moderate,15
2816,97.0,8.52,103,Car,Fast,94
2817,59.0,,108,Car,Fast,96
2818,82.0,9.85,212,Bus,Fast,17
2819,39.0,2.08,229,Bus,Slow,68
2820,68.0,9.75,366,,Fast,12
2821,76.0,5.23,450,Car,Fast,79
2822,74.0,8.88,140,Bus,Moderate,56
2823,81.0,,225,2-Wheeler,Fast,47
2824,49.0,1.54,324,3-Wheeler,Moderate,43
2825,99.0,8.12,545,Car,Slow,86
2826,79.0,8.48,473,3-Wheeler,Slow,47
2827,75.0,2.53,453,2-Wheeler,Slow,60
2828,92.0,1.51,315,Car,Moderate,77
2829,,2.08,537,2-Wheeler,Slow,85
2830,39.0,8.43,261,Bus,Fast,33
2831,38.0,4.22,127,,Moderate,75
2832,67.0,3.49,256,3-Wheeler,Slow,50
2833,93.0,2.74,529,3-Wheeler,Fast,24
2834,56.0,7.59,471,,Moderate,95
2835,54.0,7.78,353,Bus,Moderate,47
2836,86.0,7.11,545,3-Wheeler,Slow,86
2837,86.0,8.21,257,Car,Slow,36
2838,53.0,1.3,585,2-Wheeler,Slow,82
2839,39.0,4.69,490,Car,Moderate,16
2840,79.0,4.47,383,Bus,Fast,26
2841,,7.65,186,Bus,Fast,77
2842,31.0,8.58,459,Car,Fast,88
2843,56.0,1.61,487,2-Wheeler,Fast,42
2844,20.0,0.56,421,3-Wheeler,Slow,40
2845,96.0,8.84,327,2-Wheeler,Slow,40
2846,59.0,6.66,243,2-Wheeler,Moderate,65
2847,43.0,7.96,469,Bus,Slow,55
2848,93.0,5.34,176,Bus,Fast,48
2849,64.0,8.25,581,Car,Slow,82
2850,32.0,4.97,347,3-Wheeler,Slow,51
2851,,3.3,576,,Fast,81
2852,81.0,8.0,500,3-Wheeler,Moderate,35
2853,74.0,7.0,275,Car,Slow,17
2854,26.0,0.5,236,Bus,Moderate,37
2855,81.0,9.28,464,3-Wheeler,Fast,67
2856,,6.24,338,Bus,Moderate,70
2857,64.0,2.19,432,2-Wheeler,Slow,59
2858,47.0,6.56,376,Bus,Fast,79
2859,66.0,0.89,256,Car,Fast,54
2860,30.0,,412,Car,Slow,29
2861,,1.72,344,Car,Fast,50
2862,22.0,4.8,486,Car,Fast,25
2863,65.0,5.76,117,Car,Fast,70
2864,91.0,9.76,256,2-Wheeler,Slow,96
2865,98.0,0.55,552,Car,Moderate,41
2866,61.0,0.84,259,3-Wheeler,Fast,91
2867,44.0,0.86,118,3-Wheeler,Fast,48
2868,69.0,4.0,101,,Slow,58
2869,75.0,5.49,186,Bus,Moderate,29
2870,46.0,1.06,489,Car,Moderate,70
2871,27.0,4.41,392,3-Wheeler,Moderate,93
2872,87.0,0.51,238,2-Wheeler,Fast,72
2873,45.0,1.11,458,3-Wheeler,Moderate,20
2874,51.0,7.24,452,Car,Slow,99
2875,94.0,9.61,173,2-Wheeler,Moderate,13
2876,71.0,6.41,508,2-Wheeler,Slow,31
2877,63.0,1.19,123,Car,Fast,59
2878,69.0,8.38,469,2-Wheeler,Moderate,13
2879,30.0,3.43,352,3-Wheeler,Moderate,23
2880,,6.74,595,Car,Moderate,55
2881,39.0,10.0,441,Bus,Moderate,35
2882,67.0,3.68,284,Bus,Slow,11
2883,39.0,4.08,221,3-Wheeler,Fast,20
2884,79.0,5.39,526,3-Wheeler,Slow,82
2885,73.0,0.81,180,Bus,Slow,35
2886,25.0,9.81,332,2-Wheeler,Slow,85
2887,68.0,9.12,562,Bus,Slow,86
2888,95.0,,387,3-Wheeler,Slow,22
2889,69.0,5.34,301,Car,Moderate,93
2890,42.0,4.64,591,3-Wheeler,Fast,10
2891,20.0,5.61,490,3-Wheeler,Moderate,11
2892,72.0,8.35,213,3-Wheeler,Slow,80
2893,74.0,,343,Car,Slow,42
2894,90.0,0.88,434,3-Wheeler,Fast,80
2895,44.0,,153,Bus,Fast,31
2896,93.0,4.2,297,Car,Fast,15
2897,76.0,,557,3-Wheeler,Fast,36
2898,42.0,2.71,102,Bus,Slow,27
2899,,,474,Car,Fast,47
2900,32.0,,568,Bus,Fast,96
2901,98.0,,106,Bus,Fast,63
2902,78.0,,201,Car,Slow,94
2903,62.0,9.65,504,Bus,Moderate,91
2904,,1.44,574,2-Wheeler,Fast,39
2905,46.0,,537,3-Wheeler,Slow,43
2906,92.0,3.65,569,Car,Slow,69
2907,51.0,6.82,130,3-Wheeler,Slow,48
2908,61.0,,100,3-Wheeler,Moderate,74
2909,66.0,1.84,259,Car,Fast,17
2910,26.0,8.43,516,3-Wheeler,Fast,29
2911,68.0,4.68,560,,Fast,69
2912,,,538,Car,Slow,22
2913,29.0,6.54,433,2-Wheeler,Moderate,12
2914,96.0,6.54,201,2-Wheeler,Slow,49
2915,74.0,9.55,261,3-Wheeler,Moderate,36
2916,94.0,1.39,483,Car,Slow,71
2917,20.0,8.03,514,Bus,Fast,17
2918,70.0,0.66,454,Car,Slow,38
2919,84.0,1.18,420,Car,Slow,10
2920,61.0,6.57,171,Bus,Slow,11
2921,61.0,6.99,431,2-Wheeler,Slow,31
2922,52.0,7.17,160,2-Wheeler,Moderate,62
2923,66.0,2.53,198,Car,Moderate,10
2924,67.0,0.73,329,,Slow,43
2925,74.0,5.52,494,Bus,Fast,49
2926,73.0,6.47,404,Car,Fast,43
2927,86.0,7.78,275,2-Wheeler,Slow,88
2928,97.0,,198,Bus,Slow,96
2929,30.0,7.23,552,Bus,Slow,66
2930,80.0,7.52,138,Car,Moderate,63
2931,24.0,1.06,194,Car,Fast,98
2932,20.0,5.49,133,,Fast,18
2933,81.0,8.21,249,Car,Slow,69
2934,26.0,5.33,274,,Slow,53
2935,99.0,4.83,201,Car,Moderate,26
2936,76.0,1.6,366,2-Wheeler,Fast,42
2937,88.0,2.45,122,Bus,Moderate,69
2938,32.0,8.55,232,Car,Slow,79
2939,98.0,9.06,379,3-Wheeler,Moderate,52
2940,60.0,,155,2-Wheeler,Fast,95
2941,59.0,2.53,475,3-Wheeler,Fast,45
2942,96.0,3.68,434,Car,Slow,92
2943,84.0,7.7,222,2-Wheeler,Slow,49
2944,64.0,9.28,108,Bus,Moderate,81
2945,43.0,5.56,290,2-Wheeler,Slow,17
2946,85.0,,109,Car,Moderate,76
2947,,8.32,356,Car,Fast,33
2948,,4.33,389,2-Wheeler,Moderate,51
2949,93.0,,312,2-Wheeler,Slow,39
2950,94.0,2.0,350,Bus,Fast,11
2951,58.0,1.0,274,3-Wheeler,Moderate,58
2952,,4.76,510,3-Wheeler,Moderate,88
2953,97.0,9.19,171,Bus,Moderate,60
2954,98.0,1.57,231,Car,Fast,63
2955,55.0,4.47,596,3-Wheeler,Moderate,25
2956,94.0,6.15,311,3-Wheeler,Slow,71
2957,31.0,6.66,364,Bus,Fast,99
2958,,2.27,156,3-Wheeler,Fast,68
2959,84.0,0.94,369,Bus,Moderate,67
2960,57.0,5.97,181,2-Wheeler,Slow,38
2961,79.0,4.44,141,3-Wheeler,Fast,94
2962,36.0,2.86,141,Bus,Slow,95
2963,68.0,,546,Bus,Slow,11
2964,46.0,5.22,472,Bus,Fast,45
2965,79.0,6.26,350,3-Wheeler,Slow,37
2966,,,319,Car,Slow,96
2967,79.0,8.72,245,Bus,Slow,77
2968,50.0,4.63,374,Bus,Fast,58
2969,,7.89,477,3-Wheeler,Slow,66
2970,22.0,4.3,537,3-Wheeler,Moderate,26
2971,56.0,3.11,386,3-Wheeler,Moderate,38
2972,92.0,6.66,244,Bus,Slow,47
2973,91.0,,420,Car,Moderate,76
2974,36.0,2.19,538,3-Wheeler,Fast,88
2975,21.0,8.54,301,Car,Moderate,30
2976,98.0,1.94,122,Bus,Moderate,78
2977,87.0,2.8,351,Car,Slow,87
2978,74.0,7.58,391,Car,Moderate,40
2979,37.0,5.25,506,3-Wheeler,Fast,67
2980,71.0,2.09,415,Bus,Moderate,26
2981,23.0,7.32,272,Car,Fast,41
2982,48.0,1.56,490,Bus,Moderate,93
2983,42.0,,223,Car,Moderate,28
2984,31.0,7.97,512,3-Wheeler,Slow,37
2985,85.0,7.46,357,Bus,Moderate,63
2986,98.0,4.34,587,Bus,Slow,85
2987,39.0,,436,Bus,Slow,10
2988,83.0,2.24,102,Car,Moderate,75
2989,85.0,4.54,194,3-Wheeler,Slow,15
2990,46.0,7.64,214,Bus,Slow,68
2991,55.0,7.19,398,,Fast,72
2992,,3.9,573,Car,Fast,87
2993,98.0,5.12,221,3-Wheeler,Slow,35
2994,95.0,2.92,101,2-Wheeler,Slow,58
2995,21.0,4.87,545,Bus,Fast,66
2996,,4.83,550,,Fast,63
2997,77.0,5.63,538,2-Wheeler,Moderate,76
2998,38.0,6.28,521,2-Wheeler,Slow,14
2999,88.0,3.51,333,Car,Moderate,38
3000,,8.43,538,3-Wheeler,Slow,65
3001,81.0,8.62,340,2-Wheeler,Slow,17
3002,27.0,4.48,545,2-Wheeler,Moderate,69
3003,34.0,0.93,559,3-Wheeler,Moderate,10
3004,56.0,9.95,360,Car,Moderate,82
3005,92.0,7.06,194,2-Wheeler,Slow,78
3006,60.0,5.86,340,3-Wheeler,Slow,95
3007,62.0,3.98,435,Car,Slow,61
3008,97.0,7.31,379,2-Wheeler,Slow,87
3009,75.0,1.75,144,Car,Fast,29
3010,40.0,0.87,254,Car,Slow,74
3011,83.0,8.96,517,Car,Fast,31
3012,,7.11,175,Car,Slow,10
3013,,,200,Car,Slow,16
3014,98.0,9.26,552,3-Wheeler,Slow,94
3015,71.0,1.83,419,3-Wheeler,Fast,32
3016,87.0,0.72,237,3-Wheeler,Slow,77
3017,83.0,7.49,296,Bus,Moderate,78
3018,66.0,8.71,427,2-Wheeler,Moderate,45
3019,70.0,5.6,561,2-Wheeler,Moderate,15
3020,30.0,8.96,255,3-Wheeler,Slow,83
3021,73.0,3.01,342,Car,Moderate,16
3022,48.0,1.32,290,3-Wheeler,Moderate,74
3023,68.0,3.56,209,3-Wheeler,Moderate,37
3024,53.0,6.03,423,Car,Moderate,82
3025,,6.13,480,3-Wheeler,Moderate,55
3026,75.0,1.41,433,,Fast,19
3027,62.0,9.55,569,,Moderate,50
3028,99.0,2.37,141,,Fast,44
3029,,7.26,229,3-Wheeler,Slow,40
3030,29.0,6.71,389,,Slow,44
3031,37.0,9.44,553,Bus,Fast,42
3032,38.0,7.25,439,2-Wheeler,Slow,55
